date,hour,am/pm,burnside_snowdepth_cm,burnside_SWE_mm,burnside_snowtemp,burnside_SWE_cm
4/21/2019 0:00,4:00:00,PM,208,983,-1.17,98.3
4/21/2019 0:00,5:00:00,PM,208,983,-1.62,98.3
4/21/2019 0:00,6:00:00,PM,211,983,-1.85,98.3
4/21/2019 0:00,7:00:00,PM,211,986,-2.53,98.6
4/21/2019 0:00,8:00:00,PM,211,988,-4.86,98.8
4/21/2019 0:00,9:00:00,PM,211,991,-6.88,99.1
4/21/2019 0:00,10:00:00,PM,211,993,-7.33,99.3
4/21/2019 0:00,11:00:00,PM,211,996,-7.67,99.6
4/22/2019 0:00,12:00:00,AM,211,998,-7.73,99.8
4/22/2019 0:00,1:00:00,AM,211,998,-7.91,99.8
4/22/2019 0:00,2:00:00,AM,211,1001,-8.01,100.1
4/22/2019 0:00,3:00:00,AM,211,1001,-8.04,100.1
4/22/2019 0:00,4:00:00,AM,211,1001,-8.13,100.1
4/22/2019 0:00,5:00:00,AM,211,1001,-7.87,100.1
4/22/2019 0:00,6:00:00,AM,211,1001,-6.22,100.1
4/22/2019 0:00,7:00:00,AM,208,993,-4.47,99.3
4/22/2019 0:00,8:00:00,AM,208,975,-2.2,97.5
4/22/2019 0:00,9:00:00,AM,208,958,-0.77,95.8
4/22/2019 0:00,10:00:00,AM,208,963,-0.12,96.3
4/22/2019 0:00,11:00:00,AM,203,973,0.09,97.3
4/22/2019 0:00,12:00:00,PM,206,973,0.07,97.3
4/22/2019 0:00,1:00:00,PM,203,973,0.06,97.3
4/22/2019 0:00,2:00:00,PM,203,973,0,97.3
4/22/2019 0:00,3:00:00,PM,206,970,-0.26,97
4/22/2019 0:00,4:00:00,PM,203,970,-0.48,97
4/22/2019 0:00,5:00:00,PM,203,970,-0.85,97
4/22/2019 0:00,6:00:00,PM,206,975,-2,97.5
4/22/2019 0:00,7:00:00,PM,208,978,-3.11,97.8
4/22/2019 0:00,8:00:00,PM,208,980,-3.82,98
4/22/2019 0:00,9:00:00,PM,206,980,-4.42,98
4/22/2019 0:00,10:00:00,PM,206,983,-4.87,98.3
4/22/2019 0:00,11:00:00,PM,206,986,-5.33,98.6
4/23/2019 0:00,12:00:00,AM,208,991,-6.05,99.1
4/23/2019 0:00,1:00:00,AM,208,993,-6.37,99.3
4/23/2019 0:00,2:00:00,AM,208,993,-6.27,99.3
4/23/2019 0:00,3:00:00,AM,208,993,-6.71,99.3
4/23/2019 0:00,4:00:00,AM,208,991,-7.18,99.1
4/23/2019 0:00,5:00:00,AM,208,988,-7,98.8
4/23/2019 0:00,6:00:00,AM,206,986,-4.73,98.6
4/23/2019 0:00,7:00:00,AM,203,978,-2.12,97.8
4/23/2019 0:00,8:00:00,AM,203,947,0.02,94.7
4/23/2019 0:00,9:00:00,AM,203,942,0.36,94.2
4/23/2019 0:00,10:00:00,AM,203,955,0.34,95.5
4/23/2019 0:00,11:00:00,AM,201,960,0.41,96
4/23/2019 0:00,12:00:00,PM,201,960,0.49,96
4/23/2019 0:00,1:00:00,PM,201,958,0.49,95.8
4/23/2019 0:00,2:00:00,PM,198,955,0.49,95.5
4/23/2019 0:00,3:00:00,PM,198,955,0.49,95.5
4/23/2019 0:00,4:00:00,PM,198,960,0.49,96
4/23/2019 0:00,5:00:00,PM,196,963,0.47,96.3
4/23/2019 0:00,6:00:00,PM,198,965,0.08,96.5
4/23/2019 0:00,7:00:00,PM,201,968,-0.6,96.8
4/23/2019 0:00,8:00:00,PM,203,970,-1.13,97
4/23/2019 0:00,9:00:00,PM,203,970,-2.04,97
4/23/2019 0:00,10:00:00,PM,203,970,-2.84,97
4/23/2019 0:00,11:00:00,PM,203,970,-3.17,97
4/24/2019 0:00,12:00:00,AM,203,970,-3.49,97
4/24/2019 0:00,1:00:00,AM,203,970,-4.06,97
4/24/2019 0:00,2:00:00,AM,203,970,-4.48,97
4/24/2019 0:00,3:00:00,AM,201,970,-4.9,97
4/24/2019 0:00,4:00:00,AM,201,970,-5.37,97
4/24/2019 0:00,5:00:00,AM,201,970,-5.48,97
4/24/2019 0:00,6:00:00,AM,198,968,-3.96,96.8
4/24/2019 0:00,7:00:00,AM,198,960,-0.71,96
4/24/2019 0:00,8:00:00,AM,198,942,0.36,94.2
4/24/2019 0:00,9:00:00,AM,198,942,0.49,94.2
4/24/2019 0:00,10:00:00,AM,198,950,0.49,95
4/24/2019 0:00,11:00:00,AM,196,950,0.49,95
4/24/2019 0:00,12:00:00,PM,193,947,0.49,94.7
4/24/2019 0:00,1:00:00,PM,193,945,0.49,94.5
4/24/2019 0:00,2:00:00,PM,193,942,0.49,94.2
4/24/2019 0:00,3:00:00,PM,193,945,0.46,94.5
4/24/2019 0:00,4:00:00,PM,193,950,0.49,95
4/24/2019 0:00,5:00:00,PM,190,952,0.49,95.2
4/24/2019 0:00,6:00:00,PM,193,958,0.43,95.8
4/24/2019 0:00,7:00:00,PM,196,958,0.24,95.8
4/24/2019 0:00,8:00:00,PM,196,958,-0.31,95.8
4/24/2019 0:00,9:00:00,PM,196,955,-0.94,95.5
4/24/2019 0:00,10:00:00,PM,196,955,-1.42,95.5
4/24/2019 0:00,11:00:00,PM,196,955,-1.42,95.5
4/25/2019 0:00,12:00:00,AM,196,955,-1.86,95.5
4/25/2019 0:00,1:00:00,AM,196,958,-1.51,95.8
4/25/2019 0:00,2:00:00,AM,198,958,-0.8,95.8
4/25/2019 0:00,3:00:00,AM,196,955,-0.34,95.5
4/25/2019 0:00,4:00:00,AM,198,955,-0.45,95.5
4/25/2019 0:00,5:00:00,AM,196,952,-0.9,95.2
4/25/2019 0:00,6:00:00,AM,196,947,-0.25,94.7
4/25/2019 0:00,7:00:00,AM,190,945,0.49,94.5
4/25/2019 0:00,8:00:00,AM,193,922,0.39,92.2
4/25/2019 0:00,9:00:00,AM,190,922,0.39,92.2
4/25/2019 0:00,10:00:00,AM,188,932,0.49,93.2
4/25/2019 0:00,11:00:00,AM,188,932,0.49,93.2
4/25/2019 0:00,12:00:00,PM,188,930,0.49,93
4/25/2019 0:00,1:00:00,PM,188,930,0.49,93
4/25/2019 0:00,2:00:00,PM,188,927,0.49,92.7
4/25/2019 0:00,3:00:00,PM,188,930,0.49,93
4/25/2019 0:00,4:00:00,PM,188,932,0.49,93.2
4/25/2019 0:00,5:00:00,PM,188,932,0.49,93.2
4/25/2019 0:00,6:00:00,PM,188,932,0.38,93.2
4/25/2019 0:00,7:00:00,PM,188,932,0.38,93.2
4/25/2019 0:00,8:00:00,PM,190,930,0.35,93
4/25/2019 0:00,9:00:00,PM,190,930,0.28,93
4/25/2019 0:00,10:00:00,PM,190,930,0.19,93
4/25/2019 0:00,11:00:00,PM,193,932,0.11,93.2
4/26/2019 0:00,12:00:00,AM,190,932,0.04,93.2
4/26/2019 0:00,1:00:00,AM,190,930,-0.07,93
4/26/2019 0:00,2:00:00,AM,190,930,-0.16,93
4/26/2019 0:00,3:00:00,AM,185,927,-0.4,92.7
4/26/2019 0:00,4:00:00,AM,188,930,-0.71,93
4/26/2019 0:00,5:00:00,AM,190,932,-0.53,93.2
4/26/2019 0:00,6:00:00,AM,188,935,-0.32,93.5
4/26/2019 0:00,7:00:00,AM,190,925,0.11,92.5
4/26/2019 0:00,8:00:00,AM,188,909,0.31,90.9
4/26/2019 0:00,9:00:00,AM,188,907,0.39,90.7
4/26/2019 0:00,10:00:00,AM,188,914,0.48,91.4
4/26/2019 0:00,11:00:00,AM,185,914,0.44,91.4
4/26/2019 0:00,12:00:00,PM,185,912,0.49,91.2
4/26/2019 0:00,1:00:00,PM,185,909,0.49,90.9
4/26/2019 0:00,2:00:00,PM,183,909,0.49,90.9
4/26/2019 0:00,3:00:00,PM,183,909,0.45,90.9
4/26/2019 0:00,4:00:00,PM,183,912,0.46,91.2
4/26/2019 0:00,5:00:00,PM,183,912,0.44,91.2
4/26/2019 0:00,6:00:00,PM,183,912,0.4,91.2
4/26/2019 0:00,7:00:00,PM,185,912,0.32,91.2
4/26/2019 0:00,8:00:00,PM,185,909,0.22,90.9
4/26/2019 0:00,9:00:00,PM,188,912,0.17,91.2
4/26/2019 0:00,10:00:00,PM,188,912,0.09,91.2
4/26/2019 0:00,11:00:00,PM,188,914,-0.1,91.4
4/27/2019 0:00,12:00:00,AM,188,919,-0.25,91.9
4/27/2019 0:00,1:00:00,AM,188,922,-0.22,92.2
4/27/2019 0:00,2:00:00,AM,188,925,-0.59,92.5
4/27/2019 0:00,3:00:00,AM,185,925,-1.3,92.5
4/27/2019 0:00,4:00:00,AM,185,919,-1.87,91.9
4/27/2019 0:00,5:00:00,AM,188,917,-2.3,91.7
4/27/2019 0:00,6:00:00,AM,185,914,-1.48,91.4
4/27/2019 0:00,7:00:00,AM,185,899,-0.17,89.9
4/27/2019 0:00,8:00:00,AM,183,874,0.25,87.4
4/27/2019 0:00,9:00:00,AM,183,879,0.35,87.9
4/27/2019 0:00,10:00:00,AM,180,889,0.42,88.9
4/27/2019 0:00,11:00:00,AM,180,889,0.49,88.9
4/27/2019 0:00,12:00:00,PM,180,889,0.49,88.9
4/27/2019 0:00,1:00:00,PM,180,889,0.49,88.9
4/27/2019 0:00,2:00:00,PM,178,886,0.49,88.6
4/27/2019 0:00,3:00:00,PM,175,886,0.49,88.6
4/27/2019 0:00,4:00:00,PM,178,886,0.49,88.6
4/27/2019 0:00,5:00:00,PM,178,889,0.48,88.9
4/27/2019 0:00,6:00:00,PM,178,892,0.38,89.2
4/27/2019 0:00,7:00:00,PM,180,892,0.22,89.2
4/27/2019 0:00,8:00:00,PM,180,892,0.17,89.2
4/27/2019 0:00,9:00:00,PM,183,892,-0.32,89.2
4/27/2019 0:00,10:00:00,PM,180,892,-0.39,89.2
4/27/2019 0:00,11:00:00,PM,180,892,-1.02,89.2
4/28/2019 0:00,12:00:00,AM,180,892,-1.21,89.2
4/28/2019 0:00,1:00:00,AM,180,892,-1.51,89.2
4/28/2019 0:00,2:00:00,AM,180,892,-2.09,89.2
4/28/2019 0:00,3:00:00,AM,180,889,-2.78,88.9
4/28/2019 0:00,4:00:00,AM,180,889,-3.11,88.9
4/28/2019 0:00,5:00:00,AM,180,889,-3.24,88.9
4/28/2019 0:00,6:00:00,AM,180,886,-2.7,88.6
4/28/2019 0:00,7:00:00,AM,178,874,-1.41,87.4
4/28/2019 0:00,8:00:00,AM,178,861,-0.18,86.1
4/28/2019 0:00,9:00:00,AM,178,861,0.31,86.1
4/28/2019 0:00,10:00:00,AM,175,861,0.37,86.1
4/28/2019 0:00,11:00:00,AM,175,866,0.37,86.6
4/28/2019 0:00,12:00:00,PM,175,864,0.42,86.4
4/28/2019 0:00,1:00:00,PM,175,864,0.49,86.4
4/28/2019 0:00,2:00:00,PM,173,861,0.49,86.1
4/28/2019 0:00,3:00:00,PM,173,861,0.49,86.1
4/28/2019 0:00,4:00:00,PM,173,861,0.49,86.1
4/28/2019 0:00,5:00:00,PM,173,864,0.34,86.4
4/28/2019 0:00,6:00:00,PM,173,864,-0.25,86.4
4/28/2019 0:00,7:00:00,PM,175,864,-0.65,86.4
4/28/2019 0:00,8:00:00,PM,178,864,-0.95,86.4
4/28/2019 0:00,9:00:00,PM,178,866,-1.63,86.6
4/28/2019 0:00,10:00:00,PM,178,866,-1.82,86.6
4/28/2019 0:00,11:00:00,PM,175,866,-2.04,86.6
4/29/2019 0:00,12:00:00,AM,173,869,-2.29,86.9
4/29/2019 0:00,1:00:00,AM,170,866,-2.46,86.6
4/29/2019 0:00,2:00:00,AM,173,866,-2.76,86.6
4/29/2019 0:00,3:00:00,AM,173,864,-3.79,86.4
4/29/2019 0:00,4:00:00,AM,173,864,-3.74,86.4
4/29/2019 0:00,5:00:00,AM,173,861,-3.76,86.1
4/29/2019 0:00,6:00:00,AM,,861,-2.52,86.1
4/29/2019 0:00,7:00:00,AM,173,856,-0.64,85.6
4/29/2019 0:00,8:00:00,AM,173,836,0.37,83.6
4/29/2019 0:00,9:00:00,AM,170,831,0.33,83.1
4/29/2019 0:00,10:00:00,AM,170,833,0.42,83.3
4/29/2019 0:00,11:00:00,AM,168,841,0.44,84.1
4/29/2019 0:00,12:00:00,PM,168,843,0.49,84.3
4/29/2019 0:00,1:00:00,PM,170,841,0.49,84.1
4/29/2019 0:00,2:00:00,PM,168,838,0.48,83.8
4/29/2019 0:00,3:00:00,PM,168,838,0.45,83.8
4/29/2019 0:00,4:00:00,PM,168,838,0.36,83.8
4/29/2019 0:00,5:00:00,PM,168,841,0.2,84.1
4/29/2019 0:00,6:00:00,PM,170,841,-0.25,84.1
4/29/2019 0:00,7:00:00,PM,170,841,-0.52,84.1
4/29/2019 0:00,8:00:00,PM,170,843,-1.37,84.3
4/29/2019 0:00,9:00:00,PM,170,843,-1.9,84.3
4/29/2019 0:00,10:00:00,PM,170,848,-2.36,84.8
4/29/2019 0:00,11:00:00,PM,170,848,-2.8,84.8
